"code", "description"
"875.0","Open wound of chest (wall); Without mention of complication"
"875.1","Open wound of chest (wall); Complicated"
"876","Open wound of back"
"876.0","Open wound of back; Without mention of complication"
"876.1","Open wound of back; Complicated"
"877","Open wound of buttock"
"877.0","Open wound of buttock; Without mention of complication"
"877.1","Open wound of buttock; Complicated"
"878","Open wound of genital organs (external), including traumatic amputation"
"878.0","Open wound of genital organs (external), including traumatic amputation; Penis, without mention of complication"
"878.1","Open wound of genital organs (external), including traumatic amputation; Penis, complicated"
"878.2","Open wound of genital organs (external), including traumatic amputation; Scrotum and testes, without mention of complication"
"878.3","Open wound of genital organs (external), including traumatic amputation; Scrotum and testes, complicated"
"878.4","Open wound of genital organs (external), including traumatic amputation; Vulva, without mention of complication"
"878.5","Open wound of genital organs (external), including traumatic amputation; Vulva, complicated"
"878.6","Open wound of genital organs (external), including traumatic amputation; Vagina, without mention of complication"
"878.7","Open wound of genital organs (external), including traumatic amputation; Vagina, complicated"
"878.8","Open wound of genital organs (external), including traumatic amputation; Other and unspecified parts, without mention of complication"
"878.9","Open wound of genital organs (external), including traumatic amputation; Other and unspecified parts, complicated"
"879","Open wound of other and unspecified sites, except limbs"
"879.0","Breast, without mention of complication"
"879.1","Open wound of other and unspecified sites, except limbs; Breast, complicated"
"879.2","Abdominal wall, anterior, without mention of complication"
"879.3","Open wound of other and unspecified sites, except limbs; Abdominal wall, anterior, complicated"
"879.4","Abdominal wall, lateral, without mention of complication"
"879.5","Open wound of other and unspecified sites, except limbs; Abdominal wall, lateral, complicated"
"879.6","Open wound of other and unspecified sites, except limbs; Other and unspecified parts of trunk, without mention of complication"
"879.7","Open wound of other and unspecified sites, except limbs; Other and unspecified parts of trunk, complicated"
"879.8","Open wound of other and unspecified sites, except limbs; Open wound(s) (multiple) of unspecified site(s) without mention of complication"
"879.9","Open wound of other and unspecified sites, except limbs; Open wound(s) (multiple) of unspecified site(s), complicated"
"880","Open wound of shoulder and upper arm"
"880.0","Open wound of shoulder and upper arm; Without mention of complication"
"880.00","Open wound of shoulder and upper arm; Without mention of complication, shoulder region"
"880.01","Open wound of shoulder and upper arm; Without mention of complication, scapular region"
"880.02","Open wound of shoulder and upper arm; Without mention of complication, axillary region"
"880.03","Open wound of shoulder and upper arm; Without mention of complication, upper arm"
"880.09","Open wound of shoulder and upper arm; Without mention of complication, multiple sites"
"880.1","Open wound of shoulder and upper arm; Complicated"
"880.10","Open wound of shoulder and upper arm; Complicated, shoulder region"
"880.11","Open wound of shoulder and upper arm; Complicated, scapular region"
"880.12","Open wound of shoulder and upper arm; Complicated, axillary region"
"880.13","Open wound of shoulder and upper arm; Complicated, upper arm"
"880.19","Open wound of shoulder and upper arm; Complicated, multiple sites"
"880.2","Open wound of shoulder and upper arm; With tendon involvement"
"880.20","Open wound of shoulder and upper arm; With tendon involvement, shoulder region"
"880.21","Open wound of shoulder and upper arm; With tendon involvement, scapular region"
"880.22","Open wound of shoulder and upper arm; With tendon involvement, axillary region"
"880.23","Open wound of shoulder and upper arm; With tendon involvement, upper arm"
"880.29","Open wound of shoulder and upper arm; With tendon involvement, multiple sites"
"881","Open wound of elbow, forearm, and wrist"
"881.0","Open wound of elbow, forearm, and wrist; Without mention of complication"
"881.00","Open wound of elbow, forearm, and wrist; Without mention of complication, forearm"
"881.01","Open wound of elbow, forearm, and wrist; Without mention of complication, elbow"
"881.02","Open wound of elbow, forearm, and wrist; Without mention of complication, wrist"
"881.1","Open wound of elbow, forearm, and wrist; Complicated"
"881.10","Open wound of elbow, forearm, and wrist; Complicated, forearm"
"881.11","Open wound of elbow, forearm, and wrist; Complicated, elbow"
"881.12","Open wound of elbow, forearm, and wrist; Complicated, wrist"
"881.2","Open wound of elbow, forearm, and wrist; With tendon involvement"
"881.20","Open wound of elbow, forearm, and wrist; With tendon involvement, forearm"
"881.21","Open wound of elbow, forearm, and wrist; With tendon involvement, elbow"
"881.22","Open wound of elbow, forearm, and wrist; With tendon involvement, wrist"
"882","Open wound of hand except finger(s) alone"
"882.0","Open wound of hand except finger(s) alone; Without mention of complication"
"882.1","Open wound of hand except finger(s) alone; Complicated"
"882.2","Open wound of hand except finger(s) alone; With tendon involvement"
"883","Open wound of finger(s)"
"883.0","Open wound of finger(s); Without mention of complication"
"883.1","Open wound of finger(s); Complicated"
"883.2","Open wound of finger(s); With tendon involvement"
"884","Multiple and unspecified open wound of upper limb"
"884.0","Multiple and unspecified open wound of upper limb; Without mention of complication"
"884.1","Multiple and unspecified open wound of upper limb; Complicated"
"884.2","Multiple and unspecified open wound of upper limb; With tendon involvement"
"885","Traumatic amputation of thumb (complete) (partial)"
"885.0","Traumatic amputation of thumb (complete) (partial); Without mention of complication"
"885.1","Traumatic amputation of thumb (complete) (partial); Complicated"
"886","Traumatic amputation of other finger(s) (complete) (partial)"
"886.0","Traumatic amputation of other finger(s) (complete) (partial); Without mention of complication"
"886.1","Traumatic amputation of other finger(s) (complete) (partial); Complicated"
"887","Traumatic amputation of arm and hand (complete) (partial)"
"887.0","Traumatic amputation of arm and hand (complete) (partial); Unilateral, below elbow, without mention of complication"
"887.1","Traumatic amputation of arm and hand (complete) (partial); Unilateral, below elbow, complicated"
"887.2","Traumatic amputation of arm and hand (complete) (partial); Unilateral, at or above elbow, without mention of complication"
"887.3","Traumatic amputation of arm and hand (complete) (partial); Unilateral, at or above elbow, complicated"
"887.4","Traumatic amputation of arm and hand (complete) (partial); Unilateral, level not specified, without mention of complication"
"887.5","Traumatic amputation of arm and hand (complete) (partial); Unilateral, level not specified, complicated"
"887.6","Traumatic amputation of arm and hand (complete) (partial); Bilateral [any level], without mention of complication"
"887.7","Traumatic amputation of arm and hand (complete) (partial); Bilateral [any level], complicated"
"890","Open wound of hip and thigh"
"890.0","Open wound of hip and thigh; Without mention of complication"
"890.1","Open wound of hip and thigh; Complicated"
"890.2","Open wound of hip and thigh; With tendon involvement"
"891","Open wound of knee, leg [except thigh], and ankle"
"891.0","Open wound of knee, leg [except thigh], and ankle; Without mention of complication"
"891.1","Open wound of knee, leg [except thigh], and ankle; Complicated"
"891.2","Open wound of knee, leg [except thigh], and ankle; With tendon involvement"
"892","Open wound of foot except toe(s) alone"
